"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-01-01","5.59",",,W","0.00","T,,W,2400","0.0",",,W,2400","0",",,W,2400",,,"48",",,W","40",",,W","  260",",,W","  310",",,W","15.0",",,W","23.0",",,W",,,,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-01-02","9.17",",,W","0.21",",,W,2400","0.0","T,,W,2400","0",",,W,2400",,,"41",",,W","37",",,W","   70",",,W","   70",",,W","17.0",",,W","25.1",",,W","    1",",,W",,,"    1",",,W",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-01-03","10.74",",,W","0.58",",,W,2400","0.0",",,W,2400","0",",,W,2400",,,"43",",,W","39",",,W","   70",",,W","   60",",,W","21.0",",,W","30.0",",,W","    1",",,W",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-01-04","8.05",",,W","0.00",",,W,2400","0.0",",,W,2400","0",",,W,2400",,,"52",",,W","34",",,W","  280",",,W","  290",",,W","23.9",",,W","36.0",",,W","    1",",,W",,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-01-05","7.83",",,W","0.00",",,W,2400","0.0",",,W,2400","0",",,W,2400",,,"34",",,W","27",",,W","  250",",,W","  290",",,W","17.0",",,W","27.1",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-01-06","4.70",",,W","0.05",",,W,2400","1.2",",,W,2400","1",",,W,2400",,,"33",",,W","25",",,W","  360",",,W","   20",",,W","10.1",",,W","16.1",",,W","    1",",,W",,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-01-07","7.61",",,W","0.32",",,W,2400","5.1",",,W,2400","0","T,,W,2400",,,"26",",,W","20",",,W","  350",",,W","  330",",,W","17.0",",,W","25.1",",,W","    1",",,W","    1",",,W",,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-01-08","8.72",",,W","0.00",",,W,2400","0.0",",,W,2400","4",",,W,2400",,,"25",",,W","16",",,W","  290",",,W","  280",",,W","18.1",",,W","30.0",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-01-09","5.14",",,W","0.00",",,W,2400","0.0",",,W,2400","3",",,W,2400",,,"23",",,W","14",",,W","  250",",,W","  250",",,W","13.0",",,W","21.9",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-01-10","4.70",",,W","0.00",",,W,2400","0.0",",,W,2400","3",",,W,2400",,,"46",",,W","21",",,W","  180",",,W","  170",",,W","14.1",",,W","23.9",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-01-11","5.82",",,W","0.52",",,W,2400","0.0",",,W,2400","0",",,W,2400",,,"52",",,W","42",",,W","  250",",,W","  240",",,W","16.1",",,W","33.1",",,W","    1",",,W",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-01-12","7.61",",,W","0.05",",,W,2400","0.0",",,W,2400","0",",,W,2400",,,"66",",,W","47",",,W","  250",",,W","  250",",,W","16.1",",,W","23.9",",,W","    1",",,W",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-01-13","7.16",",,W","0.00",",,W,2400","0.0",",,W,2400","0",",,W,2400",,,"62",",,W","32",",,W","  300",",,W","  300",",,W","17.0",",,W","28.0",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-01-14","4.25",",,W","0.12",",,W,2400","0.6",",,W,2400","0",",,W,2400",,,"34",",,W","28",",,W","  280",",,W","   60",",,W","8.9",",,W","12.1",",,W","    1",",,W","    1",",,W",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-01-15","4.25",",,W","0.00",",,W,2400","0.0",",,W,2400","1",",,W,2400",,,"38",",,W","30",",,W","  310",",,W","  300",",,W","10.1",",,W","15.0",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-01-16","4.70",",,W","0.00",",,W,2400","0.0",",,W,2400","0","T,,W,2400",,,"43",",,W","30",",,W","  250",",,W","  250",",,W","13.0",",,W","19.0",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-01-17","4.92",",,W","0.35",",,W,2400","0.0",",,W,2400","0",",,W,2400",,,"42",",,W","38",",,W","   70",",,W","   70",",,W","15.0",",,W","19.9",",,W","    1",",,W",,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-01-18","5.82",",,W","0.06",",,W,2400","0.0",",,W,2400","0",",,W,2400",,,"41",",,W","38",",,W","   60",",,W","   60",",,W","14.1",",,W","19.0",",,W","    1",",,W",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-01-19","3.58",",,W","0.00",",,W,2400","0.0",",,W,2400","0",",,W,2400",,,"49",",,W","39",",,W","  320",",,W","  310",",,W","12.1",",,W","19.0",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-01-20","4.03",",,W","0.10",",,W,2400","0.0",",,W,2400","0",",,W,2400",,,"45",",,W","40",",,W","   60",",,W","  110",",,W","10.1",",,W","14.1",",,W","    1",",,W",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-01-21","3.80",",,W","0.00",",,W,2400","0.0",",,W,2400","0",",,W,2400",,,"49",",,W","41",",,W","  270",",,W","  270",",,W","12.1",",,W","18.1",",,W","    1",",,W",,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-01-22","6.71",",,W","0.05",",,W,2400","0.0",",,W,2400","0",",,W,2400",,,"48",",,W","43",",,W","   60",",,W","   50",",,W","21.0",",,W","33.1",",,W","    1",",,W","    1",",,W",,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-01-23","18.34",",,W","1.16",",,W,2400","0.0",",,W,2400","0",",,W,2400",,,"44",",,W","36",",,W","   70",",,W","   40",",,W","33.1",",,W","47.0",",,W","    1",",,W",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-01-24","10.07",",,W","1.18",",,W,2400","0.0","T,,W,2400","0",",,W,2400",,,"38",",,W","35",",,W","   50",",,W","   50",",,W","23.9",",,W","36.0",",,W","    1",",,W",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-01-25","6.71",",,W","0.00",",,W,2400","0.0",",,W,2400","0",",,W,2400",,,"51",",,W","36",",,W","  310",",,W","  280",",,W","18.1",",,W","25.9",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-01-26","6.71",",,W","0.02",",,W,2400","0.0",",,W,2400","0",",,W,2400",,,"56",",,W","43",",,W","  290",",,W","  270",",,W","21.0",",,W","38.0",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-01-27","8.95",",,W","0.00",",,W,2400","0.0",",,W,2400","0",",,W,2400",,,"43",",,W","36",",,W","  290",",,W","  260",",,W","18.1",",,W","33.1",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-01-28","7.83",",,W","0.00",",,W,2400","0.0",",,W,2400","0",",,W,2400",,,"39",",,W","34",",,W","  270",",,W","  260",",,W","16.1",",,W","27.1",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-01-29","5.82",",,W","0.00",",,W,2400","0.0",",,W,2400","0",",,W,2400",,,"43",",,W","35",",,W","  260",",,W","  260",",,W","15.0",",,W","23.9",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-01-30","6.26",",,W","0.00",",,W,2400","0.0",",,W,2400","0",",,W,2400",,,"37",",,W","30",",,W","  310",",,W","  330",",,W","15.0",",,W","21.9",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-01-31","4.03",",,W","0.06",",,W,2400","1.0",",,W,2400","0",",,W,2400",,,"34",",,W","26",",,W","   80",",,W","   80",",,W","12.1",",,W","15.0",",,W","    1",",,W","    1",",,W",,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-02-01","5.82",",,W","0.00",",,W,2400","0.0",",,W,2400","0","T,,W,2400",,,"47",",,W","33",",,W","  260",",,W","  250",",,W","16.1",",,W","25.9",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-02-02","5.37",",,W","0.00",",,W,2400","0.0",",,W,2400","0",",,W,2400",,,"45",",,W","32",",,W","  280",",,W","  300",",,W","16.1",",,W","28.0",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-02-03","6.71",",,W","0.00",",,W,2400","0.0",",,W,2400","0",",,W,2400",,,"33",",,W","26",",,W","  310",",,W","  310",",,W","17.0",",,W","29.1",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-02-04","8.50",",,W","0.00",",,W,2400","0.0",",,W,2400","0",",,W,2400",,,"34",",,W","22",",,W","  310",",,W","  310",",,W","16.1",",,W","25.9",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-02-05","7.16",",,W","0.00",",,W,2400","0.0",",,W,2400","0",",,W,2400",,,"43",",,W","31",",,W","  230",",,W","  240",",,W","16.1",",,W","28.0",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-02-06","5.14",",,W","0.00",",,W,2400","0.0",",,W,2400","0",",,W,2400",,,"49",",,W","36",",,W","  170",",,W","  270",",,W","13.0",",,W","19.9",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-02-07","6.71",",,W","0.27",",,W,2400","0.0",",,W,2400","0",",,W,2400",,,"42",",,W","36",",,W","   60",",,W","   70",",,W","15.0",",,W","21.0",",,W","    1",",,W",,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-02-08","4.70",",,W","0.03",",,W,2400","0.0",",,W,2400","0",",,W,2400",,,"62",",,W","38",",,W","  360",",,W","   30",",,W","13.0",",,W","17.0",",,W","    1",",,W",,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-02-09","12.30",",,W","1.16",",,W,2400","9.4",",,W,2400","2",",,W,2400",,,"44",",,W","19",",,W","  310",",,W","  320",",,W","23.0",",,W","36.9",",,W","    1",",,W","    1",",,W",,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-02-10","8.50",",,W","0.00","T,,W,2400","0.0","T,,W,2400","8",",,W,2400",,,"32",",,W","19",",,W","  280",",,W","  260",",,W","16.1",",,W","31.1",",,W",,,,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-02-11","4.03",",,W","0.00",",,W,2400","0.0",",,W,2400","5",",,W,2400",,,"48",",,W","30",",,W","  240",",,W","  240",",,W","13.0",",,W","19.9",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-02-12","7.16",",,W","0.46",",,W,2400","0.0","T,,W,2400","2",",,W,2400",,,"40",",,W","30",",,W","   70",",,W","   60",",,W","17.0",",,W","23.0",",,W","    1",",,W",,,,,"    1",",,W",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-02-13","12.30",",,W","0.02",",,W,2400","0.0",",,W,2400","2",",,W,2400",,,"39",",,W","31",",,W","  310",",,W","  310",",,W","28.0",",,W","48.1",",,W","    1",",,W",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-02-14","5.37",",,W","0.00",",,W,2400","0.0",",,W,2400","2",",,W,2400",,,"41",",,W","28",",,W","  250",",,W","  310",",,W","13.0",",,W","19.9",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-02-15","6.49",",,W","0.00","T,,W,2400","0.0",",,W,2400","0","T,,W,2400",,,"47",",,W","35",",,W","  280",",,W","  280",",,W","18.1",",,W","29.1",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-02-16","10.51",",,W","0.00",",,W,2400","0.0",",,W,2400","0","T,,W,2400",,,"35",",,W","28",",,W","  310",",,W","  310",",,W","17.0",",,W","29.1",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-02-17","8.50",",,W","0.00",",,W,2400","0.0",",,W,2400","0","T,,W,2400",,,"41",",,W","26",",,W","  290",",,W","  290",",,W","16.1",",,W","28.0",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-02-18","5.82",",,W","0.00",",,W,2400","0.0",",,W,2400","0",",,W,2400",,,"63",",,W","35",",,W","  250",",,W","  240",",,W","16.1",",,W","28.0",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-02-19","5.59",",,W","0.00",",,W,2400","0.0",",,W,2400","0",",,W,2400",,,"65",",,W","53",",,W","  270",",,W","  330",",,W","14.1",",,W","21.9",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-02-20","7.38",",,W","0.00",",,W,2400","0.0",",,W,2400","0",",,W,2400",,,"55",",,W","39",",,W","   60",",,W","   40",",,W","18.1",",,W","25.1",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-02-21","5.82",",,W","0.00",",,W,2400","0.0",",,W,2400","0",",,W,2400",,,"47",",,W","34",",,W","  170",",,W","  240",",,W","14.1",",,W","21.9",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-02-22","2.91",",,W","0.00",",,W,2400","0.0",",,W,2400","0",",,W,2400",,,"57",",,W","42",",,W","  240",",,W","  210",",,W","12.1",",,W","17.0",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-02-23","3.58",",,W","0.00",",,W,2400","0.0",",,W,2400","0",",,W,2400",,,"65",",,W","44",",,W","  240",",,W","  240",",,W","13.0",",,W","19.9",",,W","    1",",,W",,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-02-24","6.04",",,W","0.00",",,W,2400","0.0",",,W,2400","0",",,W,2400",,,"70",",,W","58",",,W","  150",",,W","  170",",,W","14.1",",,W","21.0",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-02-25","6.71",",,W","0.54",",,W,2400","0.0",",,W,2400","0",",,W,2400",,,"63",",,W","44",",,W","  190",",,W","  200",",,W","19.9",",,W","28.0",",,W","    1",",,W",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-02-26","8.95",",,W","0.00",",,W,2400","0.0",",,W,2400","0",",,W,2400",,,"44",",,W","36",",,W","  310",",,W","  300",",,W","18.1",",,W","29.1",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-02-27","5.59",",,W","0.00",",,W,2400","0.0",",,W,2400","0",",,W,2400",,,"54",",,W","35",",,W","  250",",,W","  250",",,W","16.1",",,W","25.9",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-02-28","4.03",",,W","0.00",",,W,2400","0.0",",,W,2400","0",",,W,2400",,,"59",",,W","47",",,W","  160",",,W","  160",",,W","10.1",",,W","19.0",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-03-01","6.04",",,W","0.12",",,W,2400","0.0",",,W,2400","0",",,W,2400",,,"70",",,W","54",",,W","  250",",,W","  260",",,W","16.1",",,W","31.1",",,W","    1",",,W",,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-03-02","11.41",",,W","0.00",",,W,2400","0.0",",,W,2400","0",",,W,2400",,,"64",",,W","35",",,W","  270",",,W","  290",",,W","25.9",",,W","47.0",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-03-03","8.28",",,W","0.00",",,W,2400","0.0",",,W,2400","0",",,W,2400",,,"39",",,W","24",",,W","  310",",,W","  300",",,W","18.1",",,W","35.1",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-03-04","8.95",",,W","0.00",",,W,2400","0.0",",,W,2400","0",",,W,2400",,,"30",",,W","17",",,W","  310",",,W","  260",",,W","19.9",",,W","34.0",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-03-05","5.37",",,W","0.00",",,W,2400","0.0",",,W,2400","0",",,W,2400",,,"37",",,W","14",",,W","  350",",,W","  300",",,W","14.1",",,W","23.0",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-03-06","3.36",",,W","0.00",",,W,2400","0.0",",,W,2400","0",",,W,2400",,,"45",",,W","26",",,W","  180",",,W","  180",",,W","10.1",",,W","16.1",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-03-07","4.25",",,W","0.10",",,W,2400","0.0",",,W,2400","0",",,W,2400",,,"56",",,W","42",",,W","  160",",,W","  160",",,W","13.0",",,W","19.9",",,W","    1",",,W",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-03-08","7.61",",,W","0.02",",,W,2400","0.0",",,W,2400","0",",,W,2400",,,"59",",,W","47",",,W","  250",",,W","  270",",,W","17.0",",,W","31.1",",,W","    1",",,W",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-03-09","8.72",",,W","0.00",",,W,2400","0.0",",,W,2400","0",",,W,2400",,,"61",",,W","47",",,W","  280",",,W","  270",",,W","23.0",",,W","38.9",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-03-10","7.61",",,W","0.31",",,W,2400","2.1",",,W,2400","0",",,W,2400",,,"47",",,W","23",",,W","  310",",,W","  290",",,W","19.9",",,W","33.1",",,W","    1",",,W","    1",",,W",,,,,,
